DAUID,CSDUID,CCSUID,CDUID,ERUID,PRUID,CTUID,CMAUID,geometry,APMean
35210504,3521005,3521005,3521,3530,35,5350516.24,535,,19.17475269
35210505,3521005,3521005,3521,3530,35,5350516.26,535,,23.2149185
35210506,3521005,3521005,3521,3530,35,5350516.26,535,,21.39826484
35210507,3521005,3521005,3521,3530,35,5350516.26,535,,21.78685606
35210508,3521005,3521005,3521,3530,35,5350516.26,535,,21.4108577
35210509,3521005,3521005,3521,3530,35,5350516.09,535,,21.16424675
35210510,3521005,3521005,3521,3530,35,5350516.09,535,,21.08404967
35210511,3521005,3521005,3521,3530,35,5350516.09,535,,19.88765461
35210512,3521005,3521005,3521,3530,35,5350516.09,535,,20.26925487
35210513,3521005,3521005,3521,3530,35,5350516.09,535,,22.02557575
35210514,3521005,3521005,3521,3530,35,5350516.09,535,,19.99307724
35210515,3521005,3521005,3521,3530,35,5350516.08,535,,19.80310018
35210516,3521005,3521005,3521,3530,35,5350516.08,535,,19.91973243
35210517,3521005,3521005,3521,3530,35,5350516.08,535,,20.91362458
35210520,3521005,3521005,3521,3530,35,5350516.08,535,,19.67711878
35210521,3521005,3521005,3521,3530,35,5350516.25,535,,20.31694547
35210522,3521005,3521005,3521,3530,35,5350516.25,535,,21.32781543
35210525,3521005,3521005,3521,3530,35,5350516.35,535,,16.58970459
35210526,3521005,3521005,3521,3530,35,5350516.35,535,,17.05135001
35210528,3521005,3521005,3521,3530,35,5350516.35,535,,16.90059501
35210530,3521005,3521005,3521,3530,35,5350516.29,535,,17.29238539
35210531,3521005,3521005,3521,3530,35,5350516.29,535,,16.97824836
35210532,3521005,3521005,3521,3530,35,5350516.29,535,,16.65323543
35210533,3521005,3521005,3521,3530,35,5350516.29,535,,16.67722366
35210536,3521005,3521005,3521,3530,35,5350516.28,535,,16.29090088
35210537,3521005,3521005,3521,3530,35,5350516.28,535,,16.45378324
35210539,3521005,3521005,3521,3530,35,5350516.05,535,,17.23794777
35210542,3521005,3521005,3521,3530,35,5350516.29,535,,16.67852293
35210543,3521005,3521005,3521,3530,35,5350516.29,535,,17.65892542
35210545,3521005,3521005,3521,3530,35,5350516.06,535,,20.42662499
35210546,3521005,3521005,3521,3530,35,5350516.06,535,,20.02920682
35210547,3521005,3521005,3521,3530,35,5350516.06,535,,18.41332568
35210550,3521005,3521005,3521,3530,35,5350516.05,535,,17.67283581
35210551,3521005,3521005,3521,3530,35,5350516.05,535,,17.0516958
35210552,3521005,3521005,3521,3530,35,5350516.05,535,,17.23306802
35210553,3521005,3521005,3521,3530,35,5350516.01,535,,16.65594649
35210554,3521005,3521005,3521,3530,35,5350516.01,535,,15.51419866
35210555,3521005,3521005,3521,3530,35,5350516.01,535,,15.27373521
35210556,3521005,3521005,3521,3530,35,5350516.23,535,,14.89525955
35210557,3521005,3521005,3521,3530,35,5350516.23,535,,14.70537607
35210558,3521005,3521005,3521,3530,35,5350516.22,535,,14.55987985
35210559,3521005,3521005,3521,3530,35,5350516.22,535,,14.4971683
35210561,3521005,3521005,3521,3530,35,5350516.22,535,,14.46169515
35210564,3521005,3521005,3521,3530,35,5350516.32,535,,14.37441015
35210565,3521005,3521005,3521,3530,35,5350516.32,535,,14.10204581
35210566,3521005,3521005,3521,3530,35,5350516.32,535,,14.00249496
35210567,3521005,3521005,3521,3530,35,5350516.32,535,,14.02334456
35210569,3521005,3521005,3521,3530,35,5350516.32,535,,14.77955218
35210570,3521005,3521005,3521,3530,35,5350516.32,535,,14.63124241
35210571,3521005,3521005,3521,3530,35,5350516.20,535,,16.42773092
35210572,3521005,3521005,3521,3530,35,5350516.20,535,,15.8354817
35210573,3521005,3521005,3521,3530,35,5350516.20,535,,18.03711186
35210574,3521005,3521005,3521,3530,35,5350516.20,535,,17.90434279
35210575,3521005,3521005,3521,3530,35,5350516.20,535,,17.11206922
35210576,3521005,3521005,3521,3530,35,5350516.20,535,,16.89817725
35210577,3521005,3521005,3521,3530,35,5350516.20,535,,17.61949716
35210578,3521005,3521005,3521,3530,35,5350516.20,535,,16.18239842
35210579,3521005,3521005,3521,3530,35,5350516.20,535,,16.96932306
35210580,3521005,3521005,3521,3530,35,5350516.20,535,,16.10691477
35210583,3521005,3521005,3521,3530,35,5350516.02,535,,18.80810383
35210584,3521005,3521005,3521,3530,35,5350516.02,535,,18.50689716
35210585,3521005,3521005,3521,3530,35,5350516.02,535,,18.74457342
35210587,3521005,3521005,3521,3530,35,5350516.02,535,,21.59976033
35210588,3521005,3521005,3521,3530,35,5350516.03,535,,21.11615853
35210589,3521005,3521005,3521,3530,35,5350516.03,535,,23.54031613
35210590,3521005,3521005,3521,3530,35,5350516.03,535,,22.52696046
35210591,3521005,3521005,3521,3530,35,5350516.03,535,,23.85454074
35210592,3521005,3521005,3521,3530,35,5350516.02,535,,22.80741028
35210593,3521005,3521005,3521,3530,35,5350516.04,535,,22.92481314
35210598,3521005,3521005,3521,3530,35,5350516.04,535,,22.25885743
35210601,3521005,3521005,3521,3530,35,5350516.03,535,,19.12234834
35210602,3521005,3521005,3521,3530,35,5350516.03,535,,18.50786758
35210603,3521005,3521005,3521,3530,35,5350516.03,535,,19.49672371
35210604,3521005,3521005,3521,3530,35,5350516.03,535,,18.93941781
35210605,3521005,3521005,3521,3530,35,5350516.03,535,,20.04885125
35210606,3521005,3521005,3521,3530,35,5350516.01,535,,17.38285894
35210607,3521005,3521005,3521,3530,35,5350516.01,535,,15.82600617
35210609,3521005,3521005,3521,3530,35,5350550.01,535,,24.92254569
35210610,3521005,3521005,3521,3530,35,5350550.01,535,,21.27301062
35210611,3521005,3521005,3521,3530,35,5350550.02,535,,19.94192253
35210612,3521005,3521005,3521,3530,35,5350550.02,535,,19.21738556
35210613,3521005,3521005,3521,3530,35,5350550.02,535,,19.4698038
35210614,3521005,3521005,3521,3530,35,5350550.02,535,,19.17172377
35210615,3521005,3521005,3521,3530,35,5350550.02,535,,18.04455274
35210616,3521005,3521005,3521,3530,35,5350550.02,535,,17.80122068
35210617,3521005,3521005,3521,3530,35,5350550.02,535,,19.15839894
35210618,3521005,3521005,3521,3530,35,5350550.02,535,,17.36760268
35210621,3521005,3521005,3521,3530,35,5350550.02,535,,17.89033128
35210625,3521005,3521005,3521,3530,35,5350516.30,535,,17.58559474
35210626,3521005,3521005,3521,3530,35,5350516.30,535,,17.53639386
35210632,3521005,3521005,3521,3530,35,5350516.11,535,,21.16239202
35210633,3521005,3521005,3521,3530,35,5350516.11,535,,18.26394672
35210634,3521005,3521005,3521,3530,35,5350516.11,535,,18.23144234
35210635,3521005,3521005,3521,3530,35,5350516.11,535,,19.46616335
35210638,3521005,3521005,3521,3530,35,5350516.16,535,,18.84452614
35210639,3521005,3521005,3521,3530,35,5350516.09,535,,20.40315517
35210640,3521005,3521005,3521,3530,35,5350516.16,535,,19.48015857
35210641,3521005,3521005,3521,3530,35,5350516.16,535,,18.66141418
35210642,3521005,3521005,3521,3530,35,5350516.11,535,,19.0552145
35210644,3521005,3521005,3521,3530,35,5350516.11,535,,19.18260207
35210645,3521005,3521005,3521,3530,35,5350527.09,535,,20.67601896
35210646,3521005,3521005,3521,3530,35,5350528.01,535,,18.99492711
35210647,3521005,3521005,3521,3530,35,5350528.01,535,,19.1107503
35210648,3521005,3521005,3521,3530,35,5350528.01,535,,19.56744363
35210651,3521005,3521005,3521,3530,35,5350528.01,535,,20.38805363
35210652,3521005,3521005,3521,3530,35,5350528.01,535,,20.84017515
35210653,3521005,3521005,3521,3530,35,5350528.02,535,,20.65318732
35210655,3521005,3521005,3521,3530,35,5350528.02,535,,19.86635444
35210656,3521005,3521005,3521,3530,35,5350528.02,535,,19.52521132
35210657,3521005,3521005,3521,3530,35,5350528.02,535,,19.86774911
35210659,3521005,3521005,3521,3530,35,5350528.01,535,,19.76502892
35210660,3521005,3521005,3521,3530,35,5350528.15,535,,19.6986117
35210661,3521005,3521005,3521,3530,35,5350528.13,535,,19.3
35210662,3521005,3521005,3521,3530,35,5350528.13,535,,19.57806143
35210663,3521005,3521005,3521,3530,35,5350528.15,535,,19.27636659
35210664,3521005,3521005,3521,3530,35,5350528.15,535,,19.13594745
35210665,3521005,3521005,3521,3530,35,5350528.15,535,,19.02847846
35210666,3521005,3521005,3521,3530,35,5350528.13,535,,18.87348916
35210667,3521005,3521005,3521,3530,35,5350528.12,535,,18.10260484
35210668,3521005,3521005,3521,3530,35,5350528.12,535,,17.73207547
35210669,3521005,3521005,3521,3530,35,5350528.12,535,,17.76229324
35210672,3521005,3521005,3521,3530,35,5350528.12,535,,18.2745015
35210673,3521005,3521005,3521,3530,35,5350528.12,535,,18.1020735
35210674,3521005,3521005,3521,3530,35,5350528.12,535,,17.72805153
35210675,3521005,3521005,3521,3530,35,5350528.14,535,,17.40414046
35210676,3521005,3521005,3521,3530,35,5350528.14,535,,17.91998442
35210679,3521005,3521005,3521,3530,35,5350528.16,535,,19.38036486
35210680,3521005,3521005,3521,3530,35,5350528.16,535,,19.32752708
35210681,3521005,3521005,3521,3530,35,5350528.16,535,,19.3
35210682,3521005,3521005,3521,3530,35,5350528.16,535,,19.33623035
35210683,3521005,3521005,3521,3530,35,5350528.16,535,,19.74869483
35210685,3521005,3521005,3521,3530,35,5350528.02,535,,19.9953463
35210686,3521005,3521005,3521,3530,35,5350528.02,535,,20.07844463
35210687,3521005,3521005,3521,3530,35,5350528.02,535,,21.51642004
35210689,3521005,3521005,3521,3530,35,5350527.08,535,,25.4471054
35210690,3521005,3521005,3521,3530,35,5350527.08,535,,25.68053132
35210691,3521005,3521005,3521,3530,35,5350527.08,535,,23.30934662
35210692,3521005,3521005,3521,3530,35,5350527.08,535,,22.36545888
35210693,3521005,3521005,3521,3530,35,5350527.08,535,,21.96793124
35210694,3521005,3521005,3521,3530,35,5350527.08,535,,21.99954918
35210695,3521005,3521005,3521,3530,35,5350527.08,535,,22.08923663
35210696,3521005,3521005,3521,3530,35,5350527.08,535,,22.723764
35210697,3521005,3521005,3521,3530,35,5350527.09,535,,21.89513905
35210698,3521005,3521005,3521,3530,35,5350527.09,535,,22.05196187
35210699,3521005,3521005,3521,3530,35,5350527.09,535,,21.99472851
35210700,3521005,3521005,3521,3530,35,5350527.09,535,,22.13403833
35210701,3521005,3521005,3521,3530,35,5350527.09,535,,22.92198055
35210702,3521005,3521005,3521,3530,35,5350519.00,535,,21.76100197
35210703,3521005,3521005,3521,3530,35,5350519.00,535,,20.53840848
35210704,3521005,3521005,3521,3530,35,5350519.00,535,,20.63352026
35210705,3521005,3521005,3521,3530,35,5350517.00,535,,19.9896499
35210706,3521005,3521005,3521,3530,35,5350517.00,535,,19.73452723
35210707,3521005,3521005,3521,3530,35,5350517.00,535,,19.2261159
35210708,3521005,3521005,3521,3530,35,5350518.00,535,,19.68565251
35210709,3521005,3521005,3521,3530,35,5350518.00,535,,20.63507219
35210710,3521005,3521005,3521,3530,35,5350518.00,535,,20.91589802
35210711,3521005,3521005,3521,3530,35,5350518.00,535,,20.90620465
35210714,3521005,3521005,3521,3530,35,5350520.01,535,,20.79536275
35210715,3521005,3521005,3521,3530,35,5350513.01,535,,20.41787197
35210716,3521005,3521005,3521,3530,35,5350513.01,535,,19.46307917
35210717,3521005,3521005,3521,3530,35,5350513.01,535,,19.16584267
35210718,3521005,3521005,3521,3530,35,5350513.01,535,,18.91523363
35210719,3521005,3521005,3521,3530,35,5350513.01,535,,18.36959453
35210720,3521005,3521005,3521,3530,35,5350513.01,535,,19.130928
35210721,3521005,3521005,3521,3530,35,5350513.01,535,,18.33710854
35210722,3521005,3521005,3521,3530,35,5350514.01,535,,20.83655378
35210723,3521005,3521005,3521,3530,35,5350514.01,535,,19.03787085
35210724,3521005,3521005,3521,3530,35,5350514.01,535,,22.97951265
35210725,3521005,3521005,3521,3530,35,5350514.01,535,,17.77687538
35210726,3521005,3521005,3521,3530,35,5350514.01,535,,20.76176836
35210727,3521005,3521005,3521,3530,35,5350514.02,535,,21.09481141
35210730,3521005,3521005,3521,3530,35,5350515.02,535,,21.90641505
35210732,3521005,3521005,3521,3530,35,5350503.00,535,,26.91318885
35210733,3521005,3521005,3521,3530,35,5350503.00,535,,19.77696371
35210734,3521005,3521005,3521,3530,35,5350503.00,535,,20.29987811
35210735,3521005,3521005,3521,3530,35,5350503.00,535,,21.38485397
35210736,3521005,3521005,3521,3530,35,5350502.02,535,,21.00374557
35210737,3521005,3521005,3521,3530,35,5350502.02,535,,20.72111589
35210738,3521005,3521005,3521,3530,35,5350502.02,535,,20.11608479
35210739,3521005,3521005,3521,3530,35,5350505.01,535,,20.38681485
35210740,3521005,3521005,3521,3530,35,5350505.01,535,,17.55633088
35210741,3521005,3521005,3521,3530,35,5350505.01,535,,17.70706112
35210742,3521005,3521005,3521,3530,35,5350505.01,535,,21.00144807
35210743,3521005,3521005,3521,3530,35,5350505.02,535,,18.4490874
35210746,3521005,3521005,3521,3530,35,5350505.02,535,,16.93507548
35210747,3521005,3521005,3521,3530,35,5350505.02,535,,18.63289924
35210748,3521005,3521005,3521,3530,35,5350506.00,535,,18.14551106
35210749,3521005,3521005,3521,3530,35,5350506.00,535,,20.80553316
35210750,3521005,3521005,3521,3530,35,5350506.00,535,,18.30360119
35210751,3521005,3521005,3521,3530,35,5350506.00,535,,17.8189906
35210752,3521005,3521005,3521,3530,35,5350506.00,535,,17.33091205
35210753,3521005,3521005,3521,3530,35,5350507.00,535,,17.57978809
35210754,3521005,3521005,3521,3530,35,5350507.00,535,,17.92775741
35210755,3521005,3521005,3521,3530,35,5350507.00,535,,17.4263762
35210756,3521005,3521005,3521,3530,35,5350500.01,535,,17.51612257
35210757,3521005,3521005,3521,3530,35,5350507.00,535,,18.04075689
35210758,3521005,3521005,3521,3530,35,5350507.00,535,,19.51866508
35210759,3521005,3521005,3521,3530,35,5350507.00,535,,21.50646927
35210764,3521005,3521005,3521,3530,35,5350513.03,535,,19.35384998
35210766,3521005,3521005,3521,3530,35,5350513.03,535,,19.3192496
35210772,3521005,3521005,3521,3530,35,5350512.00,535,,21.28504433
35210773,3521005,3521005,3521,3530,35,5350512.00,535,,20.1812847
35210774,3521005,3521005,3521,3530,35,5350512.00,535,,21.40770159
35210775,3521005,3521005,3521,3530,35,5350512.00,535,,20.76474887
35210776,3521005,3521005,3521,3530,35,5350512.00,535,,21.01659598
35210777,3521005,3521005,3521,3530,35,5350512.00,535,,22.00558598
35210778,3521005,3521005,3521,3530,35,5350512.00,535,,23.3063222
35210779,3521005,3521005,3521,3530,35,5350521.05,535,,21.89439623
35210780,3521005,3521005,3521,3530,35,5350521.04,535,,21.82480979
35210781,3521005,3521005,3521,3530,35,5350521.04,535,,21.43022462
35210782,3521005,3521005,3521,3530,35,5350521.04,535,,21.33411691
35210783,3521005,3521005,3521,3530,35,5350521.04,535,,21.67207688
35210784,3521005,3521005,3521,3530,35,5350521.04,535,,22.90044846
35210785,3521005,3521005,3521,3530,35,5350521.04,535,,22.30045574
35210786,3521005,3521005,3521,3530,35,5350522.00,535,,24.18383119
35210787,3521005,3521005,3521,3530,35,5350522.00,535,,24.13710528
35210788,3521005,3521005,3521,3530,35,5350522.00,535,,23.55593245
35210789,3521005,3521005,3521,3530,35,5350522.00,535,,24.29992807
35210790,3521005,3521005,3521,3530,35,5350510.00,535,,24.07032546
35210791,3521005,3521005,3521,3530,35,5350510.00,535,,21.84138236
35210792,3521005,3521005,3521,3530,35,5350510.00,535,,24.03506136
35210793,3521005,3521005,3521,3530,35,5350510.00,535,,25.64480892
35210794,3521005,3521005,3521,3530,35,5350511.02,535,,29.18498214
35210795,3521005,3521005,3521,3530,35,5350511.02,535,,23.38090672
35210796,3521005,3521005,3521,3530,35,5350511.02,535,,21.03690979
35210797,3521005,3521005,3521,3530,35,5350511.02,535,,21.25059886
35210798,3521005,3521005,3521,3530,35,5350511.02,535,,21.80483661
35210799,3521005,3521005,3521,3530,35,5350511.02,535,,21.2283406
35210800,3521005,3521005,3521,3530,35,5350511.02,535,,20.54412788
35210801,3521005,3521005,3521,3530,35,5350511.02,535,,22.89179845
35210802,3521005,3521005,3521,3530,35,5350511.02,535,,22.52609612
35210803,3521005,3521005,3521,3530,35,5350511.02,535,,19.82780435
35210804,3521005,3521005,3521,3530,35,5350511.01,535,,20.29173227
35210805,3521005,3521005,3521,3530,35,5350512.00,535,,20.51475804
35210806,3521005,3521005,3521,3530,35,5350521.04,535,,20.92964708
35210807,3521005,3521005,3521,3530,35,5350521.04,535,,20.65971088
35210808,3521005,3521005,3521,3530,35,5350521.04,535,,20.24719277
35210809,3521005,3521005,3521,3530,35,5350521.03,535,,19.72952053
35210811,3521005,3521005,3521,3530,35,5350521.03,535,,19.97949269
35210812,3521005,3521005,3521,3530,35,5350521.05,535,,20.51247864
35210815,3521005,3521005,3521,3530,35,5350521.05,535,,21.4690639
35210816,3521005,3521005,3521,3530,35,5350521.05,535,,20.31910465
35210826,3521005,3521005,3521,3530,35,5350513.02,535,,19.31366902
35210827,3521005,3521005,3521,3530,35,5350513.02,535,,18.97865013
35210828,3521005,3521005,3521,3530,35,5350513.02,535,,18.38956873
35210829,3521005,3521005,3521,3530,35,5350513.02,535,,18.18501916
35210830,3521005,3521005,3521,3530,35,5350513.02,535,,18.93108217
35210831,3521005,3521005,3521,3530,35,5350513.04,535,,18.79955909
35210832,3521005,3521005,3521,3530,35,5350513.04,535,,18.57756933
35210833,3521005,3521005,3521,3530,35,5350513.04,535,,18.81904226
35210834,3521005,3521005,3521,3530,35,5350513.04,535,,19.15446144
35210835,3521005,3521005,3521,3530,35,5350513.04,535,,19.87948229
35210836,3521005,3521005,3521,3530,35,5350513.02,535,,19.12973386
35210837,3521005,3521005,3521,3530,35,5350513.04,535,,19.31599478
35210838,3521005,3521005,3521,3530,35,5350513.01,535,,18.65905994
35210839,3521005,3521005,3521,3530,35,5350513.01,535,,18.1592598
35210840,3521005,3521005,3521,3530,35,5350513.04,535,,18.40179113
35210841,3521005,3521005,3521,3530,35,5350513.03,535,,21.04081722
35210842,3521005,3521005,3521,3530,35,5350520.02,535,,21.50915043
35210843,3521005,3521005,3521,3530,35,5350520.02,535,,21.40311599
35210844,3521005,3521005,3521,3530,35,5350520.02,535,,21.49767575
35210845,3521005,3521005,3521,3530,35,5350520.02,535,,21.02722171
35210846,3521005,3521005,3521,3530,35,5350520.02,535,,20.36512946
35210847,3521005,3521005,3521,3530,35,5350520.05,535,,20.41281805
35210848,3521005,3521005,3521,3530,35,5350520.05,535,,19.71497135
35210849,3521005,3521005,3521,3530,35,5350520.05,535,,19.87146117
35210850,3521005,3521005,3521,3530,35,5350520.05,535,,19.5563301
35210851,3521005,3521005,3521,3530,35,5350521.03,535,,19.20162768
35210852,3521005,3521005,3521,3530,35,5350521.03,535,,19.77555552
35210855,3521005,3521005,3521,3530,35,5350521.04,535,,20.29042814
35210862,3521005,3521005,3521,3530,35,5350527.03,535,,19.81410438
35210871,3521005,3521005,3521,3530,35,5350520.06,535,,20.00392014
35210876,3521005,3521005,3521,3530,35,5350520.06,535,,20.72630172
35210878,3521005,3521005,3521,3530,35,5350520.06,535,,20.66821153
35210886,3521005,3521005,3521,3530,35,5350527.01,535,,22.96343607
35210887,3521005,3521005,3521,3530,35,5350527.01,535,,24.7158971
35210888,3521005,3521005,3521,3530,35,5350527.01,535,,22.06809581
35210889,3521005,3521005,3521,3530,35,5350527.01,535,,22.48922236
35210890,3521005,3521005,3521,3530,35,5350527.01,535,,22.19315326
35210891,3521005,3521005,3521,3530,35,5350527.01,535,,21.99346299
35210896,3521005,3521005,3521,3530,35,5350520.01,535,,22.63935404
35210897,3521005,3521005,3521,3530,35,5350520.01,535,,21.48709634
35210898,3521005,3521005,3521,3530,35,5350520.01,535,,21.0041187
35210899,3521005,3521005,3521,3530,35,5350520.01,535,,20.86120593
35210900,3521005,3521005,3521,3530,35,5350520.01,535,,20.80532522
35210901,3521005,3521005,3521,3530,35,5350520.01,535,,20.68925337
35210902,3521005,3521005,3521,3530,35,5350520.01,535,,21.13969487
35210903,3521005,3521005,3521,3530,35,5350520.01,535,,21.3
35210905,3521005,3521005,3521,3530,35,5350519.00,535,,21.29422893
35210906,3521005,3521005,3521,3530,35,5350519.00,535,,21.15749629
35210908,3521005,3521005,3521,3530,35,5350528.10,535,,21.08379234
35210910,3521005,3521005,3521,3530,35,5350528.10,535,,19.92671225
35210911,3521005,3521005,3521,3530,35,5350528.24,535,,20.82357409
35210912,3521005,3521005,3521,3530,35,5350528.19,535,,20.36775236
35210913,3521005,3521005,3521,3530,35,5350528.19,535,,19.90361101
35210914,3521005,3521005,3521,3530,35,5350528.19,535,,19.90142131
35210919,3521005,3521005,3521,3530,35,5350528.18,535,,22.13287962
35210922,3521005,3521005,3521,3530,35,5350527.03,535,,19.46633784
35210923,3521005,3521005,3521,3530,35,5350527.03,535,,20.05004601
35210926,3521005,3521005,3521,3530,35,5350528.13,535,,18.88400369
35210927,3521005,3521005,3521,3530,35,5350528.13,535,,18.52394041
35210928,3521005,3521005,3521,3530,35,5350528.13,535,,19.26561191
35210929,3521005,3521005,3521,3530,35,5350550.02,535,,18.39505225
35210930,3521005,3521005,3521,3530,35,5350550.02,535,,19.17789832
35210931,3521005,3521005,3521,3530,35,5350516.30,535,,19.14142358
35210932,3521005,3521005,3521,3530,35,5350516.31,535,,20.72771481
35210933,3521005,3521005,3521,3530,35,5350516.30,535,,18.53650401
35210934,3521005,3521005,3521,3530,35,5350516.23,535,,15.01918812
35210935,3521005,3521005,3521,3530,35,5350516.23,535,,15.00139573
35210936,3521005,3521005,3521,3530,35,5350516.23,535,,15.16293044
35210937,3521005,3521005,3521,3530,35,5350516.01,535,,15.26585236
35210938,3521005,3521005,3521,3530,35,5350516.01,535,,15.29330793
35210939,3521005,3521005,3521,3530,35,5350516.01,535,,15.20426668
35210940,3521005,3521005,3521,3530,35,5350516.01,535,,15.87207417
35210941,3521005,3521005,3521,3530,35,5350516.05,535,,16.99279836
35210942,3521005,3521005,3521,3530,35,5350516.05,535,,15.81343921
35210943,3521005,3521005,3521,3530,35,5350516.01,535,,16.06304138
35210944,3521005,3521005,3521,3530,35,5350516.05,535,,16.45836216
35210945,3521005,3521005,3521,3530,35,5350516.05,535,,17.32903207
35210946,3521005,3521005,3521,3530,35,5350516.23,535,,14.85135802
35210947,3521005,3521005,3521,3530,35,5350516.23,535,,15.26310497
35210948,3521005,3521005,3521,3530,35,5350516.23,535,,15
35210949,3521005,3521005,3521,3530,35,5350500.02,535,,18.68540888
35210951,3521005,3521005,3521,3530,35,5350500.02,535,,18.07517031
35210952,3521005,3521005,3521,3530,35,5350509.01,535,,18.15848847
35210953,3521005,3521005,3521,3530,35,5350509.01,535,,18.24932441
35210954,3521005,3521005,3521,3530,35,5350509.01,535,,18.91584182
35210955,3521005,3521005,3521,3530,35,5350509.02,535,,18.94680913
35210956,3521005,3521005,3521,3530,35,5350500.02,535,,18.62676333
35210957,3521005,3521005,3521,3530,35,5350500.02,535,,18.7575104
35210958,3521005,3521005,3521,3530,35,5350500.02,535,,19.54291102
35210959,3521005,3521005,3521,3530,35,5350500.02,535,,20.08558791
35210961,3521005,3521005,3521,3530,35,5350509.01,535,,18.81539959
35210964,3521005,3521005,3521,3530,35,5350510.00,535,,28.41383433
35210967,3521005,3521005,3521,3530,35,5350525.02,535,,27.24362921
35210970,3521005,3521005,3521,3530,35,5350525.01,535,,24.62511106
35210972,3521005,3521005,3521,3530,35,5350524.02,535,,26.8845119
35210973,3521005,3521005,3521,3530,35,5350524.02,535,,25.15243679
35210974,3521005,3521005,3521,3530,35,5350523.00,535,,22.86457345
35210975,3521005,3521005,3521,3530,35,5350526.01,535,,26.06042755
35210976,3521005,3521005,3521,3530,35,5350526.01,535,,22.76772765
35210977,3521005,3521005,3521,3530,35,5350526.01,535,,22.77984911
35210981,3521005,3521005,3521,3530,35,5350526.01,535,,22.40426295
35210984,3521005,3521005,3521,3530,35,5350526.02,535,,22.67648312
35210985,3521005,3521005,3521,3530,35,5350526.02,535,,23.90481679
35210989,3521005,3521005,3521,3530,35,5350527.04,535,,23.40598676
35210993,3521005,3521005,3521,3530,35,5350527.04,535,,26.29510423
35210996,3521005,3521005,3521,3530,35,5350527.04,535,,26.28455886
35210997,3521005,3521005,3521,3530,35,5350527.02,535,,27.12088683
35210998,3521005,3521005,3521,3530,35,5350527.02,535,,25.42196139
35210999,3521005,3521005,3521,3530,35,5350527.02,535,,25.54298983
35211000,3521005,3521005,3521,3530,35,5350527.02,535,,24.64125785
35211001,3521005,3521005,3521,3530,35,5350527.02,535,,25.7106239
35211003,3521005,3521005,3521,3530,35,5350527.02,535,,23.15660822
35211005,3521005,3521005,3521,3530,35,5350526.01,535,,23.24160897
35211006,3521005,3521005,3521,3530,35,5350523.00,535,,20.80070667
35211007,3521005,3521005,3521,3530,35,5350523.00,535,,20.45509456
35211008,3521005,3521005,3521,3530,35,5350523.00,535,,21.4460789
35211009,3521005,3521005,3521,3530,35,5350524.02,535,,23.88741302
35211010,3521005,3521005,3521,3530,35,5350526.01,535,,21.94092799
35211011,3521005,3521005,3521,3530,35,5350526.01,535,,22.671481
35211013,3521005,3521005,3521,3530,35,5350527.02,535,,23.58690782
35211014,3521005,3521005,3521,3530,35,5350527.04,535,,23.5200574
35211016,3521005,3521005,3521,3530,35,5350528.04,535,,25.19897705
35211017,3521005,3521005,3521,3530,35,5350528.04,535,,23.67137887
35211018,3521005,3521005,3521,3530,35,5350528.04,535,,22.51082347
35211019,3521005,3521005,3521,3530,35,5350528.04,535,,22.24974298
35211021,3521005,3521005,3521,3530,35,5350528.04,535,,22.78967521
35211022,3521005,3521005,3521,3530,35,5350528.25,535,,25.3463605
35211023,3521005,3521005,3521,3530,35,5350528.25,535,,24.04714071
35211024,3521005,3521005,3521,3530,35,5350528.25,535,,23.36134211
35211025,3521005,3521005,3521,3530,35,5350528.25,535,,25.00002498
35211031,3521005,3521005,3521,3530,35,5350528.25,535,,24.32186691
35211032,3521005,3521005,3521,3530,35,5350528.25,535,,23.56198669
35211033,3521005,3521005,3521,3530,35,5350528.26,535,,23.58021339
35211034,3521005,3521005,3521,3530,35,5350528.26,535,,24.44941596
35211035,3521005,3521005,3521,3530,35,5350528.26,535,,23.21520021
35211036,3521005,3521005,3521,3530,35,5350528.26,535,,23.92166806
35211037,3521005,3521005,3521,3530,35,5350528.26,535,,26.54254447
35211038,3521005,3521005,3521,3530,35,5350528.26,535,,23.66910568
35211039,3521005,3521005,3521,3530,35,5350528.24,535,,22.78700709
35211044,3521005,3521005,3521,3530,35,5350528.34,535,,31.32574423
35211046,3521005,3521005,3521,3530,35,5350528.25,535,,25.77258625
35211052,3521005,3521005,3521,3530,35,5350529.01,535,,21.42545799
35211053,3521005,3521005,3521,3530,35,5350529.01,535,,23.97018711
35211054,3521005,3521005,3521,3530,35,5350529.01,535,,22.10767817
35211055,3521005,3521005,3521,3530,35,5350529.01,535,,21.50970088
35211056,3521005,3521005,3521,3530,35,5350529.01,535,,22.35803844
35211057,3521005,3521005,3521,3530,35,5350529.01,535,,24.38587776
35211058,3521005,3521005,3521,3530,35,5350529.02,535,,22.13354242
35211059,3521005,3521005,3521,3530,35,5350529.02,535,,21.48684266
35211060,3521005,3521005,3521,3530,35,5350529.02,535,,23.0843145
35211061,3521005,3521005,3521,3530,35,5350529.02,535,,21.16766506
35211065,3521005,3521005,3521,3530,35,5350530.01,535,,21.09899729
35211066,3521005,3521005,3521,3530,35,5350530.01,535,,21.21050537
35211067,3521005,3521005,3521,3530,35,5350530.01,535,,21.29223607
35211068,3521005,3521005,3521,3530,35,5350531.02,535,,21.16132855
35211069,3521005,3521005,3521,3530,35,5350531.02,535,,21.57199745
